date,total_value,daily_pnl,cta_weight,flp_weight,cash_weight,vix,flp_mode,ES_position,GC_position,ZN_position
2000-01-01,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-02,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-03,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-04,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-05,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-06,1000000.0,0.0,0.8,0.05,0.14999999999999997,20.0,None,0,0,0
2000-01-07,999500.0,-500.0,0.8,0.05,0.14999999999999997,22.164165945754164,Long Put,0,0,0
2000-01-08,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-09,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-10,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-11,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-12,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-13,999500.0,0.0,0.8,0.05,0.14999999999999997,22.164165945754164,None,0,0,0
2000-01-14,999000.25,-499.75,0.8,0.05,0.14999999999999997,20.38679916195229,Long Put,0,0,0
2000-01-15,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-16,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-17,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-18,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-19,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-20,999000.25,0.0,0.8,0.05,0.14999999999999997,20.38679916195229,None,0,0,0
2000-01-21,998500.749875,-499.5001250000001,0.8,0.05,0.14999999999999997,22.66240954166357,Long Put,0,0,0
2000-01-22,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-23,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-24,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-25,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-26,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-27,998500.749875,0.0,0.8,0.05,0.14999999999999997,22.66240954166357,None,0,0,0
2000-01-28,998001.4995000624,-499.25037493750006,0.8,0.05,0.14999999999999997,19.668946911891073,Long Put,0,0,0
2000-01-29,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-01-30,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-01-31,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-02-01,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-02-02,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-02-03,998001.4995000624,0.0,0.8,0.05,0.14999999999999997,19.668946911891073,None,0,0,0
2000-02-04,997502.4987503124,-499.0007497500313,0.8,0.05,0.14999999999999997,19.48159197069537,Long Put,0,0,0
2000-02-05,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-06,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-07,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-08,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-09,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-10,997502.4987503124,0.0,0.8,0.05,0.14999999999999997,19.48159197069537,None,0,0,0
2000-02-11,997003.7475009372,-498.7512493751562,0.8,0.05,0.14999999999999997,21.25005084164651,Long Put,0,0,0
2000-02-12,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-13,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-14,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-15,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-16,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-17,997003.7475009372,0.0,0.8,0.05,0.14999999999999997,21.25005084164651,None,0,0,0
2000-02-18,996405.5452524367,-598.2022485005624,0.8,0.05,0.14999999999999997,13.291633270960748,Long Put,0,0,0
2000-02-19,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-20,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-21,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-22,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-23,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-24,996405.5452524367,0.0,0.8,0.05,0.14999999999999997,13.291633270960748,None,0,0,0
2000-02-25,995807.7019252852,-597.8433271514621,0.8,0.05,0.14999999999999997,13.237167286407884,Long Put,0,0,0
2000-02-26,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-02-27,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-02-28,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-02-29,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-03-01,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-03-02,995807.7019252852,0.0,0.8,0.05,0.14999999999999997,13.237167286407884,None,0,0,0
2000-03-03,995210.21730413,-597.4846211551711,0.8,0.05,0.14999999999999997,11.683521086284113,Long Put,0,0,0
2000-03-04,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-05,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-06,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-07,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-08,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-09,995210.21730413,0.0,0.8,0.05,0.14999999999999997,11.683521086284113,None,0,0,0
2000-03-10,994613.0911737474,-597.126130382478,0.8,0.05,0.14999999999999997,10.0,Long Put,0,0,0
2000-03-11,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-12,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-13,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-14,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-15,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-16,994613.0911737474,0.0,0.8,0.05,0.14999999999999997,10.0,None,0,0,0
2000-03-17,994115.7846281605,-497.30654558687377,0.8,0.05,0.14999999999999997,16.497591841825084,Long Put,0,0,0
2000-03-18,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-19,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-20,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-21,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-22,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-23,994115.7846281605,0.0,0.8,0.05,0.14999999999999997,16.497591841825084,None,0,0,0
2000-03-24,993618.7267358465,-497.05789231408033,0.8,0.05,0.14999999999999997,18.278573461972325,Long Put,0,0,0
2000-03-25,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-26,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-27,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-28,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-29,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-30,993618.7267358465,0.0,0.8,0.05,0.14999999999999997,18.278573461972325,None,0,0,0
2000-03-31,993121.9173724785,-496.8093633679233,0.8,0.05,0.14999999999999997,21.55973728389779,Long Put,0,0,0
2000-04-01,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-02,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-03,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-04,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-05,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-06,993121.9173724785,0.0,0.8,0.05,0.14999999999999997,21.55973728389779,None,0,0,0
2000-04-07,992625.3564137922,-496.5609586862393,0.8,0.05,0.14999999999999997,19.05651979118977,Long Put,0,0,0
2000-04-08,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-09,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-10,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-11,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-12,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-13,992625.3564137922,0.0,0.8,0.05,0.14999999999999997,19.05651979118977,None,0,0,0
2000-04-14,992129.0437355853,-496.3126782068962,0.8,0.05,0.14999999999999997,21.56613731243834,Long Put,0,0,0
2000-04-15,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-16,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-17,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-18,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-19,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-20,992129.0437355853,0.0,0.8,0.05,0.14999999999999997,21.56613731243834,None,0,0,0
2000-04-21,991632.9792137175,-496.0645218677927,0.8,0.05,0.14999999999999997,20.592839119864855,Long Put,0,0,0
2000-04-22,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-23,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-24,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-25,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-26,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-27,991632.9792137175,0.0,0.8,0.05,0.14999999999999997,20.592839119864855,None,0,0,0
2000-04-28,991137.1627241106,-495.81648960685885,0.8,0.05,0.14999999999999997,22.725757292599713,Long Put,0,0,0
2000-04-29,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-04-30,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-05-01,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-05-02,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-05-03,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-05-04,991137.1627241106,0.0,0.8,0.05,0.14999999999999997,22.725757292599713,None,0,0,0
2000-05-05,990641.5941427486,-495.56858136205534,0.8,0.05,0.14999999999999997,23.7361541340795,Long Put,0,0,0
2000-05-06,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-07,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-08,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-09,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-10,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-11,990641.5941427486,0.0,0.8,0.05,0.14999999999999997,23.7361541340795,None,0,0,0
2000-05-12,990146.2733456773,-495.32079707137433,0.8,0.05,0.14999999999999997,18.85934171240175,Long Put,0,0,0
2000-05-13,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-14,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-15,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-16,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-17,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-18,990146.2733456773,0.0,0.8,0.05,0.14999999999999997,18.85934171240175,None,0,0,0
2000-05-19,989651.2002090045,-495.0731366728387,0.8,0.05,0.14999999999999997,17.237839222517344,Long Put,0,0,0
2000-05-20,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-21,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-22,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-23,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-24,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-25,989651.2002090045,0.0,0.8,0.05,0.14999999999999997,17.237839222517344,None,0,0,0
2000-05-26,989156.3746088999,-494.82560010450226,0.8,0.05,0.14999999999999997,18.939612257981747,Long Put,0,0,0
2000-05-27,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-05-28,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-05-29,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-05-30,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-05-31,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-06-01,989156.3746088999,0.0,0.8,0.05,0.14999999999999997,18.939612257981747,None,0,0,0
2000-06-02,988661.7964215955,-494.57818730444995,0.8,0.05,0.14999999999999997,22.57906640942093,Long Put,0,0,0
2000-06-03,988661.7964215955,0.0,0.8,0.05,0.14999999999999997,22.57906640942093,None,0,0,0
